Disease Name,Overview,Symptoms,URL
Laryngitis,,,https://www.mayoclinic.org/diseases-conditions/laryngitis/symptoms-causes/syc-20374262
Hodgkin lymphoma (Hodgkin disease),"Hodgkin lymphoma is a type of cancer that affects the lymphatic system. The lymphatic system is part of the body's germ-fighting and disease-fighting immune system. Hodgkin lymphoma begins when healthy cells in the lymphatic system change and grow out of control.
The lymphatic system includes lymph nodes. They are found throughout the body. Most lymph nodes are in the abdomen, groin, pelvis, chest, underarms and neck.
The lymphatic system also includes the spleen, thymus, tonsils and bone marrow. Hodgkin lymphoma can affect all these areas and other organs in the body.
Hodgkin lymphoma, which used to be called Hodgkin disease, is one of two broad types of lymphoma. The other is non-Hodgkin lymphoma.
Advances in diagnosis and treatment of Hodgkin lymphoma have helped give people with this disease the chance for a full recovery.","Signs and symptoms of Hodgkin lymphoma may include: | Painless swelling of lymph nodes in the neck, armpits or groin. | Fever. | Feeling very tired. | Night sweats. | Weight loss that happens without trying. | Itchy skin.",https://www.mayoclinic.org/diseases-conditions/hodgkins-lymphoma/symptoms-causes/syc-20352646
Stye (sty),,,https://www.mayoclinic.org/diseases-conditions/sty/symptoms-causes/syc-20378017
Horner syndrome,,,https://www.mayoclinic.org/diseases-conditions/horner-syndrome/symptoms-causes/syc-20373547
Hot flashes,,,https://www.mayoclinic.org/diseases-conditions/hot-flashes/symptoms-causes/syc-20352790
HPV infection,,,https://www.mayoclinic.org/diseases-conditions/hpv-infection/symptoms-causes/syc-20351596
Kyphosis,"Kyphosis is an excessive forward rounding of the upper back.
In older people, kyphosis is often due to weakness in the spinal bones that causes them to compress or crack. Other types of kyphosis can appear in infants or teens. These types are due to malformation of the spine or wedging of the spinal bones over time.
Mild kyphosis causes few problems. Serious kyphosis can cause pain and be disfiguring. Treatment for kyphosis depends on your age, and the cause and seriousness of the curvature.","Mild kyphosis may not have any noticeable symptoms. In fact, the upper back naturally has a little kyphosis. People who have excessive curvature may experience back pain and stiffness.",https://www.mayoclinic.org/diseases-conditions/kyphosis/symptoms-causes/syc-20374205
Huntington's disease,"Huntington's disease causes nerve cells in the brain to decay over time. The disease affects a person's movements, thinking ability and mental health.
Huntington's disease is rare. It's often passed down through a changed gene from a parent.
Huntington's disease symptoms can develop at any time, but they often begin when people are in their 30s or 40s. If the disease develops before age 20, it's called juvenile Huntington's disease. When Huntington's develops early, symptoms can be different and the disease may have a faster progression.
Medicines are available to help manage the symptoms of Huntington's disease. However, treatments can't prevent the physical, mental and behavioral decline caused by the disease.",Huntington's disease usually causes movement disorders. It also causes mental health conditions and trouble with thinking and planning. These conditions can cause a wide spectrum of symptoms. The first symptoms vary greatly from person to person. Some symptoms appear to be worse or have a greater effect on functional ability. These symptoms may change in severity throughout the course of the disease.,https://www.mayoclinic.org/diseases-conditions/huntingtons-disease/symptoms-causes/syc-20356117
Hurthle cell cancer,,,https://www.mayoclinic.org/diseases-conditions/hurthle-cell-cancer/symptoms-causes/syc-20373572
Progeria,"Progeria (pro-JEER-e-uh), also known as Hutchinson-Gilford progeria syndrome, is an extremely rare, progressive genetic disorder. It causes children to age rapidly, starting in their first two years of life.
Children with progeria generally appear healthy at birth. During the first year, symptoms such as slowed growth, loss of fat tissue and hair loss begin to appear.
Heart problems or strokes are the eventual cause of death in most children with progeria. The average life expectancy for a child with progeria is about 15 years. Some with the condition may die younger and others may live longer, even to about 20 years.
There's no cure for progeria, but new treatments and research show some promise for managing symptoms and complications.","Usually within the first year of life, you'll notice that your child's growth has slowed. But motor development and intelligence are not affected. | Symptoms of this progressive disorder cause a distinctive appearance. They include: | Slowed growth and poor weight gain, with below-average height and weight. | Lack of fat that's stored just beneath the skin. | Head that is large compared with the face. | Small jaw, chin and mouth and thin lips. | Thin, curved nose with a slight hook at the end, which may look like a bird's beak. | Large eyes and eyelids that don't close completely. | Hair loss, including eyelashes and eyebrows. | Thin, spotty and wrinkled skin. | Veins easily seen through the skin. | High-pitched voice. | Premature aging. | Symptoms also include health issues: | Severe progressive heart and blood vessel disease, also known as cardiovascular disease. | Hardening and tightening of skin. | Delayed tooth formation and tooth shape that is not usual. | Some hearing loss. | Loss of fat under the skin and loss of muscle. | Problems with the growth and development of bones. | Joint problems, including stiff joints. | A hip that's forced out of the correct position, known as hip dislocation. | Dental problems. | No significant progression of puberty. | Insulin resistance, which means the body doesn't respond well to insulin made by an organ called the pancreas.",https://www.mayoclinic.org/diseases-conditions/progeria/symptoms-causes/syc-20356038
Hydrocele,"A hydrocele (HI-droe-seel) is a type of swelling in the scrotum, the pouch of skin that holds the testicles. This swelling happens when fluid collects in the thin sac that surrounds a testicle. Hydroceles are common in newborns. They often go away without treatment by age 1. Older children and adults can get a hydrocele due to an injury within the scrotum or other health problems.
A hydrocele often isn't painful or harmful. It might not need any treatment. But it's important to see a health care provider if the scrotum looks swollen.","Often the only sign of a hydrocele is a painless swelling of one or both testicles. | The swelling might make an adult's scrotum feel heavy. In general, pain gets worse as the swelling increases. Sometimes, the swollen area might be smaller in the morning and larger later in the day.",https://www.mayoclinic.org/diseases-conditions/hydrocele/symptoms-causes/syc-20363969
Hydrocephalus,"Hydrocephalus is the buildup of fluid in cavities called ventricles deep within the brain. The excess fluid increases the size of the ventricles and puts pressure on the brain.
Cerebrospinal fluid usually flows through the ventricles and bathes the brain and spinal column. But the pressure of too much cerebrospinal fluid can damage brain tissues and cause a range of symptoms related to brain function.
Hydrocephalus can happen at any age, but it occurs more often among infants and among adults 60 and older. Surgery can restore and maintain healthy cerebrospinal fluid levels in the brain. Therapies can manage symptoms resulting from hydrocephalus.",The symptoms of hydrocephalus can vary by age.,https://www.mayoclinic.org/diseases-conditions/hydrocephalus/symptoms-causes/syc-20373604
Hydronephrosis,"Hydronephrosis is swelling of one or both kidneys. It happens when urine can't drain from a kidney and builds up in the kidney as a result. The condition can be due to a blockage in the tubes that drain urine from the kidneys. It also can happen due to a difference present at birth that prevents urine from draining properly. In some people, hydronephrosis causes kidney damage over time.
Hydronephrosis can happen at any age. The condition often causes no symptoms. People who get symptoms may have side and back pain, painful urination, vomiting and fever. Healthcare professionals have various ways to spot hydronephrosis. Tests to find the condition can be done during infancy or sometimes before a baby is born.
Treatment for hydronephrosis depends on the condition's cause. Some people need medicine or surgery to feel better and prevent kidney damage. Mild hydronephrosis sometimes goes away on its own over time.","Hydronephrosis often causes no symptoms. But when symptoms happen, they can include: | Pain in the side and back that may travel to the lower stomach area or groin. | Pain with urination, or feeling a need to urinate that is urgent or happens often. | Upset stomach and vomiting. | Fever. | Failure to thrive in infants. | Weight loss or loss of appetite. | Blood in urine.",https://www.mayoclinic.org/diseases-conditions/hydronephrosis/symptoms-causes/syc-20575276
Hypercalcemia,"Hypercalcemia is a condition in which the calcium level in the blood becomes too high. Too much calcium in the blood can weaken bones and create kidney stones. It also can affect the heart and brain.
Most often, hypercalcemia happens after one or more of the parathyroid glands make too much hormone. These four tiny glands are in the neck, near the thyroid gland. Other causes of hypercalcemia include cancer, certain other medical conditions and some medicines. Taking too much of calcium and vitamin D supplements also can cause hypercalcemia.
Some people have no symptoms of this condition. Others have symptoms that range from mild to serious. Treatment depends on the cause.","You might not have any symptoms if your hypercalcemia is mild. If it's more serious, your symptoms are related to the parts of your body affected by high blood calcium levels. Examples include: | Kidneys.Excess calcium makes the kidneys work harder to filter it. This can cause serious thirst and frequent urination. | Digestive system.Hypercalcemia can cause stomach upset or pain, vomiting, and constipation. | Bones and muscles.Most often, the extra calcium in the blood is leached from the bones. This weakens the bones. It can cause bone pain and muscle weakness. | Brain.Hypercalcemia can affect how the brain works. That can lead to trouble focusing, confusion, drowsiness and fatigue. It also can cause depression. | Heart.Rarely, serious hypercalcemia can affect the heart. It can cause feelings of a fast-beating, fluttering or pounding heart. It also can cause the heart to beat out of rhythm. It's linked with other heart-related conditions as well.",https://www.mayoclinic.org/diseases-conditions/hypercalcemia/symptoms-causes/syc-20355523
Familial hypercholesterolemia,,,https://www.mayoclinic.org/diseases-conditions/familial-hypercholesterolemia/symptoms-causes/syc-20353755
Cushing syndrome,"Cushing syndrome happens when the body has too much of the hormone cortisol for a long time. This can result from the body making too much cortisol, or from taking medicines called glucocorticoids, which affect the body the same way as cortisol.
Too much cortisol can cause some of the main symptoms of Cushing syndrome — a fatty hump between the shoulders, a rounded face, and pink or purple stretch marks on the skin. Cushing syndrome also can cause high blood pressure or bone loss. Sometimes, it can cause type 2 diabetes.
Treatments for Cushing syndrome can lower the body's cortisol levels and improve symptoms. The sooner treatment starts, the better the chances for recovery.",Symptoms of Cushing syndrome can vary depending on the level of extra cortisol.,https://www.mayoclinic.org/diseases-conditions/cushing-syndrome/symptoms-causes/syc-20351310
Hyperglycemia in diabetes,,,https://www.mayoclinic.org/diseases-conditions/hyperglycemia/symptoms-causes/syc-20373631
Hyperhidrosis,"Hyperhidrosis (hi-pur-hi-DROE-sis) is excessive sweating that's not always related to heat or exercise. You may sweat so much that it soaks through your clothes or drips off your hands. Heavy sweating can disrupt your day and cause social anxiety and embarrassment.
Hyperhidrosis treatment usually helps. It often begins with antiperspirants. If these don't help, you may need to try different medications and therapies. In severe cases, your health care provider may suggest surgery to remove the sweat glands or to disconnect the nerves related to producing too much sweat.
Sometimes an underlying condition may be found and treated.","The main symptom of hyperhidrosis is heavy sweating. This goes beyond the sweating from being in a hot environment, exercising, or feeling anxious or stressed. The type of hyperhidrosis that usually affects the hands, feet, underarms or face causes at least one episode a week when you're awake. And the sweating usually happens on both sides of the body.",https://www.mayoclinic.org/diseases-conditions/hyperhidrosis/symptoms-causes/syc-20367152
Farsightedness,"Farsightedness (hyperopia) is a common vision condition in which you can see distant objects clearly, but objects nearby may be blurry.
The degree of your farsightedness influences your focusing ability. People with severe farsightedness may be able to clearly see only objects a great distance away, while those with mild farsightedness may be able to clearly see objects that are closer.
Farsightedness usually is present at birth and tends to run in families. You can easily correct this condition with eyeglasses or contact lenses. Another treatment option is surgery.","Farsightedness may mean: | Nearby objects may appear blurry | You need to squint to see clearly | You have eyestrain, including burning eyes, and aching in or around the eyes | You have general eye discomfort or a headache after doing close tasks, such as reading, writing, computer work or drawing, for a time",https://www.mayoclinic.org/diseases-conditions/farsightedness/symptoms-causes/syc-20372495
Hyperoxaluria and oxalosis,"Hyperoxaluria (hi-pur-ok-suh-LU-ree-uh) happens when you have too much oxalate in your urine. Oxalate is a natural chemical the body makes. It's also found in some foods. But too much oxalate in the urine can cause serious problems.
Hyperoxaluria can be caused by a change in a gene, an intestine disease or eating too many foods that are high in oxalate. The long-term health of your kidneys depends on finding hyperoxaluria early and getting it treated quickly.
Oxalosis (ok-suh-LOW-sis) happens after the kidneys stop working well in people who have primary and intestine-related causes of hyperoxaluria. Too much oxalate collects in the blood. This can lead to oxalate buildups in blood vessels, bones and organs.","Often, the first sign of hyperoxaluria is a kidney stone. Kidney stone symptoms can include: | Sharp pain in the back, side, lower stomach area or groin. | Urine that looks pink, red or brown due to blood. | Frequent urge to pee, also called urination. | Pain when peeing. | Not being able to urinate or peeing only a small amount. | Chills, fever, upset stomach or vomiting.",https://www.mayoclinic.org/diseases-conditions/hyperoxaluria/symptoms-causes/syc-20352254
Hyperparathyroidism,,,https://www.mayoclinic.org/diseases-conditions/hyperparathyroidism/symptoms-causes/syc-20356194
Compulsive sexual behavior,"Compulsive sexual behavior is sometimes called hypersexuality or sexual addiction. It's an intense focus on sexual fantasies, urges or behaviors that can't be controlled. This causes distress and problems for your health, job, relationships or other parts of your life.
Compulsive sexual behavior may involve different kinds of commonly enjoyable sexual experiences. Examples include masturbation, sexual arousal by using a computer to communicate, multiple sexual partners, use of pornography or paying for sex. But when these sexual behaviors become a major, constant focus in your life, are difficult to control, cause problems in your life, or are harmful to you or others, that's likely compulsive sexual behavior.
No matter what it's called or the exact nature of the behavior, untreated compulsive sexual behavior can damage your self-esteem, relationships, career, health and other people. But with treatment and self-help, you can learn to manage compulsive sexual behavior.","Some signs that you may have compulsive sexual behavior include: | You have repeated and intense sexual fantasies, urges, and behaviors that take up a lot of your time and feel as if they're beyond your control. | You feel driven or have frequent urges to do certain sexual behaviors, feel a release of the tension afterward, but also feel guilt or deep regret. | You've tried without success to reduce or control your sexual fantasies, urges or behavior. | You use compulsive sexual behavior as an escape from other problems, such as loneliness, depression, anxiety or stress. | You continue to engage in sexual behaviors in spite of them causing serious problems. These could include the possibility of getting or giving someone else a sexually transmitted infection, the loss of important relationships, trouble at work, financial issues, or legal problems. | You have trouble making and keeping healthy and stable relationships.",https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/symptoms-causes/syc-20360434
Preeclampsia,,,https://www.mayoclinic.org/diseases-conditions/preeclampsia/symptoms-causes/syc-20355745
Pulmonary hypertension,"Pulmonary hypertension is a type of high blood pressure that affects the arteries in the lungs and the right side of the heart.
In one form of pulmonary hypertension, called pulmonary arterial hypertension (PAH), blood vessels in the lungs are narrowed, blocked or destroyed. The damage slows blood flow through the lungs. Blood pressure in the lung arteries goes up. The heart must work harder to pump blood through the lungs. The extra effort eventually causes the heart muscle to become weak and fail.
In some people, pulmonary hypertension slowly gets worse and can be life-threatening. There's no cure for pulmonary hypertension. But treatments are available to help you feel better, live longer and improve your quality of life.","The symptoms of pulmonary hypertension develop slowly. You may not notice them for months or even years. Symptoms get worse as the disease progresses. | Pulmonary hypertension symptoms include: | Shortness of breath, at first while exercising and eventually while at rest. | Blue or gray skin color due to low oxygen levels. Depending on your skin color, these changes may be harder or easier to see. | Chest pressure or pain. | Dizziness or fainting spells. | Fast pulse or pounding heartbeat. | Fatigue. | Swelling in the ankles, legs and belly area. | Shortness of breath is the most common symptom of pulmonary hypertension. But it may be caused by other health conditions such as asthma. See a health care professional for an accurate diagnosis.",https://www.mayoclinic.org/diseases-conditions/pulmonary-hypertension/symptoms-causes/syc-20350697
Hyperthyroidism (overactive thyroid),"Hyperthyroidism happens when the thyroid gland makes too much thyroid hormone. This condition also is called overactive thyroid. Hyperthyroidism speeds up the body's metabolism. That can cause many symptoms, such as weight loss, hand tremors, and rapid or irregular heartbeat.
Several treatments are available for hyperthyroidism. Anti-thyroid medicines and radioiodine can be used to slow the amount of hormones the thyroid gland makes. Sometimes, hyperthyroidism treatment includes surgery to remove all or part of the thyroid gland. In some cases, depending on what's causing it, hyperthyroidism may improve without medication or other treatment.","Hyperthyroidism sometimes looks like other health problems. That can make it hard to diagnose. It can cause many symptoms, including: | Losing weight without trying. | Fast heartbeat, a condition called tachycardia. | Irregular heartbeat, also called arrhythmia. | Pounding of the heart, sometimes called heart palpitations. | Increased hunger. | Nervousness, anxiety and irritability. | Tremor, usually a small trembling in the hands and fingers. | Sweating. | Changes in menstrual cycles. | Increased sensitivity to heat. | Changes in bowel patterns, especially more-frequent bowel movements. | Enlarged thyroid gland, sometimes called a goiter, which may appear as a swelling at the base of the neck. | Tiredness. | Muscle weakness. | Sleep problems. | Warm, moist skin. | Thinning skin. | Fine, brittle hair. | Older adults are more likely to have symptoms that are hard to notice. These symptoms may include an irregular heartbeat, weight loss, depression, and feeling weak or tired during ordinary activities.",https://www.mayoclinic.org/diseases-conditions/hyperthyroidism/symptoms-causes/syc-20373659
Hypertrophic cardiomyopathy,"Hypertrophic cardiomyopathy (HCM) is a disease in which the heart muscle becomes thickened, also called hypertrophied. The thickened heart muscle can make it harder for the heart to pump blood.
Many people with hypertrophic cardiomyopathy don't realize they have it. That's because they have few, if any, symptoms. But in a small number of people withHCM, the thickened heart muscle can cause serious symptoms. These include shortness of breath and chest pain. Some people withHCMhave changes in the heart's electrical system. These changes can result in life-threatening irregular heartbeats or sudden death.","Symptoms of hypertrophic cardiomyopathy can include one or more of the following: | Chest pain, especially during exercise. | Fainting, especially during or just after exercise or other physical activity. | Sensation of fast, fluttering or pounding heartbeats called palpitations. | Shortness of breath, especially during exercise.",https://www.mayoclinic.org/diseases-conditions/hypertrophic-cardiomyopathy/symptoms-causes/syc-20350198
Low sex drive in women,"Women's levels of sexual desire change over the years. It's common for highs and lows to happen along with the start or end of a relationship. Or they can happen with major life changes such as pregnancy, menopause or illness. Some medicines used for conditions that affect mood also can cause low sex drive in women.
If your lack of interest in sex continues or returns and causes personal distress, talk with your healthcare professional. You may have a treatable condition called sexual interest-arousal disorder.
But you don't have to meet this medical definition to seek help. If you're bothered by a low or reduced sex drive, you can take steps to boost your libido. Lifestyle changes and sexual techniques may put you in the mood more often. Some medicines may offer promise as well.","neither of you may have a sex drive that's outside what's typical for people at your stage in life. | And even if your sex drive is lower than it once was, your relationship may be strong. Bottom line: There is no magic number to define low sex drive. It varies. | Symptoms of low sex drive in women include: | Having less or no interest in any type of sexual activity, including masturbation. | Never or only seldom having sexual fantasies or thoughts. | Being sad or concerned about your lack of sexual activity or fantasies.",https://www.mayoclinic.org/diseases-conditions/low-sex-drive-in-women/symptoms-causes/syc-20374554
Hypoglycemia,"Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than the standard range. Glucose is your body's main energy source.
Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.
Hypoglycemia needs immediate treatment. For many people, a fasting blood sugar of 70 milligrams per deciliter (mg/dL), or 3.9 millimoles per liter (mmol/L), or below should serve as an alert for hypoglycemia. But your numbers might be different. Ask your health care provider.
Treatment involves quickly getting your blood sugar back to within the standard range either with a high-sugar food or drink or with medication. Long-term treatment requires identifying and treating the cause of hypoglycemia.","If blood sugar levels become too low, hypoglycemia signs and symptoms can include: | Looking pale | Shakiness | Sweating | Headache | Hunger or nausea | An irregular or fast heartbeat | Fatigue | Irritability or anxiety | Difficulty concentrating | Dizziness or lightheadedness | Tingling or numbness of the lips, tongue or cheek | As hypoglycemia worsens, signs and symptoms can include: | Confusion, unusual behavior or both, such as the inability to complete routine tasks | Loss of coordination | Slurred speech | Blurry vision or tunnel vision | Nightmares, if asleep | Severe hypoglycemia may cause: | Unresponsiveness (loss of consciousness) | Seizures",https://www.mayoclinic.org/diseases-conditions/hypoglycemia/symptoms-causes/syc-20373685
Diabetic hypoglycemia,,,https://www.mayoclinic.org/diseases-conditions/diabetic-hypoglycemia/symptoms-causes/syc-20371525
Dehydration,,,https://www.mayoclinic.org/diseases-conditions/dehydration/symptoms-causes/syc-20354086
Hyponatremia,"Hyponatremia occurs when the concentration of sodium in your blood is abnormally low. Sodium is an electrolyte, and it helps regulate the amount of water that's in and around your cells.
In hyponatremia, one or more factors — ranging from an underlying medical condition to drinking too much water — cause the sodium in your body to become diluted. When this happens, your body's water levels rise, and your cells begin to swell. This swelling can cause many health problems, from mild to life-threatening.
Hyponatremia treatment is aimed at resolving the underlying condition. Depending on the cause of hyponatremia, you may simply need to cut back on how much you drink. In other cases of hyponatremia, you may need intravenous electrolyte solutions and medications.","Hyponatremia signs and symptoms may include: | Nausea and vomiting | Headache | Confusion | Loss of energy, drowsiness and fatigue | Restlessness and irritability | Muscle weakness, spasms or cramps | Seizures | Coma",https://www.mayoclinic.org/diseases-conditions/hyponatremia/symptoms-causes/syc-20373711
Hypoparathyroidism,,,https://www.mayoclinic.org/diseases-conditions/hypoparathyroidism/symptoms-causes/syc-20355375
Hypopituitarism,"Hypopituitarism is a rare condition in which the pituitary gland doesn't make one or more hormones or doesn't make enough hormones.
The pituitary gland is a kidney-bean-sized gland at the base of your brain. It is part of the body's system of glands that make hormones, called the endocrine system. The pituitary gland makes several hormones. They act on nearly every part of the body.
Hypopituitarism is when there isn't enough of one or more of the pituitary hormones. This lack of hormones, called a deficiency, can affect how the body works in many ways. These include growth, blood pressure and the ability to have children, among others. Symptoms depend on which hormones are missing.
People who have hypopituitarism usually need to take medicines for the rest of their lives. These medicines replace the missing hormones, which helps control symptoms.","The symptoms of hypopituitarism usually start slowly and get worse over time. They might not be noticed for months or even years. But for some people, symptoms start suddenly. | Symptoms of hypopituitarism vary from person to person. Symptoms depend on what hormones are missing and how little of the hormone is being made. There might be more than one hormone that's low. A second hormone deficiency might increase the symptoms of the first one. Or sometimes, it might hide those symptoms.",https://www.mayoclinic.org/diseases-conditions/hypopituitarism/symptoms-causes/syc-20351645
Hypoplastic left heart syndrome,"Hypoplastic left heart syndrome (HLHS) is a rare heart condition that a child is born with. That means it's a congenital heart defect. In this condition, the left side of the heart doesn't develop fully and is too small. So it can't pump blood well. Instead, the right side of the heart must pump blood to the lungs and to the rest of the body.
Treatment for hypoplastic left heart syndrome may include medicines, heart surgery or a heart transplant. Advances in care have improved the outlook for babies born with HLHS.","Babies born with hypoplastic left heart syndrome (HLHS) usually are very sick soon after birth. Symptoms of HLHS include: | Blue or gray skin, lips or fingernails. Depending on skin color, these changes may be harder or easier to see. | Rapid, difficult breathing. | Poor feeding. | Cold hands and feet. | Weak pulse. | Being more drowsy or less active than is typical for most babies. | Without treatment, a baby with this condition may go into shock. Symptoms of shock include: | Cool, clammy skin that can be pale or lips that can be blue or gray. | A weak and rapid pulse. | Breathing that may be slow and shallow or very rapid. | Dull eyes that seem to stare.",https://www.mayoclinic.org/diseases-conditions/hypoplastic-left-heart-syndrome/symptoms-causes/syc-20350599
Low blood pressure (hypotension),"Low blood pressure is a condition in which the force of the blood pushing against the artery walls is too low. It's also called hypotension.
Blood pressure is measured in millimeters of mercury (mm Hg). In general, low blood pressure is a reading lower than 90/60 mm Hg.
What's considered low blood pressure for one person might be OK for someone else though. Low blood pressure might cause no symptoms that you notice. Or it might cause dizziness and fainting. Sometimes, low blood pressure can be life-threatening.
The causes of low blood pressure include dehydration and other serious medical conditions. It's important to find out what's causing low blood pressure so that it can be treated, if needed.","Low blood pressure symptoms can include: | Blurred or fading vision. | Dizzy or lightheaded feelings. | Fainting. | Fatigue. | Trouble concentrating. | Upset stomach. | For some people, low blood pressure may be a symptom of an underlying health condition. That's especially so when blood pressure drops suddenly or when low blood pressure occurs with symptoms. | A sudden fall in blood pressure can be dangerous. A change of just 20 mm Hg can make you feel dizzy or faint. For example, those symptoms could happen after a drop in systolic pressure from 110 mm Hg to 90 mm Hg. And big drops can be life-threatening. These can happen for reasons such as serious bleeding, serious infections or allergic reactions. | Extreme low blood pressure can lead to a condition known as shock. Symptoms of shock include: | Confusion, especially in older people. | Cold, clammy skin. | Decrease in skin color, also called pallor. | Rapid, shallow breathing. | Weak and rapid pulse.",https://www.mayoclinic.org/diseases-conditions/low-blood-pressure/symptoms-causes/syc-20355465
Hypothermia,"Hypothermia is a condition that occurs when core body temperature drops below 95 degrees Fahrenheit (35 degrees Celsius). It is a medical emergency. In hypothermia (hi-poe-THUR-me-uh), the body loses heat faster than it can produce heat, causing a dangerously low body temperature. Regular body temperature is around 98.6 degrees Fahrenheit (37 degrees Celsius).
When body temperature drops, the heart, nervous system and other organs can't work as well as they usually do. Left untreated, hypothermia can cause the heart and respiratory system to fail and eventually can lead to death.
Common causes of hypothermia include exposure to cold weather or immersion in cold water. Treatment for hypothermia includes methods to warm the body back to a regular temperature.","When the temperature starts to drop, the body can start to shiver. Shivering is the body's attempt to warm itself. It is an automatic defense against cold temperature. | Symptoms of hypothermia include: | Shivering. | Slurred speech or mumbling. | Slow, shallow breathing. | Weak pulse. | Clumsiness or lack of coordination. | Drowsiness or very low energy. | Confusion or memory loss. | Loss of consciousness. | In infants, bright red, cold skin. | People with hypothermia usually aren't aware of their condition. The symptoms often begin gradually. Also, the confused thinking associated with hypothermia prevents self-awareness. The confused thinking also can lead to risk-taking behavior.",https://www.mayoclinic.org/diseases-conditions/hypothermia/symptoms-causes/syc-20352682
Hypothyroidism (underactive thyroid),"Hypothyroidism happens when the thyroid gland doesn't make enough thyroid hormone. This condition also is called underactive thyroid. Hypothyroidism may not cause noticeable symptoms in its early stages. Over time, hypothyroidism that isn't treated can lead to other health problems, such as high cholesterol and heart problems.
Blood tests are used to diagnose hypothyroidism. Treatment with thyroid hormone medicine usually is simple, safe and effective once you and your health care provider find the right dosage for you.","The symptoms of hypothyroidism depend on the severity of the condition. Problems tend to develop slowly, often over several years. | At first, you may barely notice the symptoms of hypothyroidism, such as fatigue and weight gain. Or you may think they are just part of getting older. But as your metabolism continues to slow, you may develop more-obvious problems. | Hypothyroidism symptoms may include: | Tiredness. | More sensitivity to cold. | Constipation. | Dry skin. | Weight gain. | Puffy face. | Hoarse voice. | Coarse hair and skin. | Muscle weakness. | Muscle aches, tenderness and stiffness. | Menstrual cycles that are heavier than usual or irregular. | Thinning hair. | Slowed heart rate, also called bradycardia. | Depression. | Memory problems.",https://www.mayoclinic.org/diseases-conditions/hypothyroidism/symptoms-causes/syc-20350284
Inflammatory bowel disease (IBD),"Inflammatory bowel disease, also called IBD, is an umbrella term for a group of conditions that cause swelling and inflammation of the tissues in the digestive tract.
The most common types ofIBDinclude:
Symptoms of both ulcerative colitis and Crohn's disease usually include belly pain, diarrhea, rectal bleeding, extreme tiredness and weight loss.
For some people,IBDis only a mild illness. But for others, it's a condition that causes disability and can lead to life-threatening complications.",Inflammatory bowel disease symptoms vary depending on how bad the inflammation is and where it occurs. Symptoms may range from mild to severe. A person withIBDis likely to have periods of active illness followed by periods of remission. | Symptoms that are common to both Crohn's disease and ulcerative colitis include: | Diarrhea. | Belly pain and cramping. | Blood in the stool. | Loss of appetite. | Losing weight without trying. | Feeling extremely tired.,https://www.mayoclinic.org/diseases-conditions/inflammatory-bowel-disease/symptoms-causes/syc-20353315
Irritable bowel syndrome,"Irritable bowel syndrome (IBS) is a common condition that affects the stomach and intestines, also called the gastrointestinal tract. Symptoms include cramping, belly pain, bloating, gas, and diarrhea or constipation, or both.IBSis an ongoing condition that needs long-term management.
Only a small number of people withIBShave severe symptoms. Some people can control their symptoms by managing diet, lifestyle and stress. More-severe symptoms can be treated with medicine and counseling.
IBSdoesn't cause changes in bowel tissue or increase risk of colorectal cancer.","Symptoms ofIBSvary but are usually present for a long time. The most common include: | Belly pain, cramping or bloating that is related to passing stool. | Changes in appearance of stool. | Changes in how often you are passing stool. | Other symptoms that are often related include sensation of incomplete evacuation and increased gas or mucus in the stool.",https://www.mayoclinic.org/diseases-conditions/irritable-bowel-syndrome/symptoms-causes/syc-20360016
Pseudotumor cerebri (idiopathic intracranial hypertension),,,https://www.mayoclinic.org/diseases-conditions/pseudotumor-cerebri/symptoms-causes/syc-20354031
Myelofibrosis,"Myelofibrosis is an uncommon type of bone marrow cancer that disrupts your body's normal production of blood cells.
Myelofibrosis causes extensive scarring in your bone marrow, leading to severe anemia that can cause weakness and fatigue. Bone marrow scarring can also cause you to have a low number of blood-clotting cells called platelets, which increases the risk of bleeding. Myelofibrosis often causes an enlarged spleen.
Myelofibrosis is considered to be a chronic leukemia — a cancer that affects the blood-forming tissues in the body. Myelofibrosis belongs to a group of diseases called myeloproliferative disorders.
Myelofibrosis can happen on its own (primary myelofibrosis) or it can develop from another bone marrow disorder (secondary myelofibrosis).
Some people with myelofibrosis have no symptoms and might not need treatment right away. Others with more-serious forms of the disease might need aggressive treatments right away. Treatment for myelofibrosis, which focuses on relieving symptoms, can involve a variety of options.","Myelofibrosis usually develops slowly. In its very early stages, many people don't experience signs or symptoms. | As disruption of normal blood cell production increases, signs and symptoms may include: | Feeling tired, weak or short of breath, usually because of anemia | Pain or fullness below your ribs on the left side, due to an enlarged spleen | Easy bruising | Easy bleeding | Excessive sweating during sleep (night sweats) | Fever | Bone pain",https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057
